Date,gr_RGDP,gr_IRLT,gr_UNR,gr_RGDP_lag1,gr_RGDP_lag2,gr_RGDP_lag3,gr_RGDP_lag4,gr_IRLT_lag1,gr_IRLT_lag2,gr_UNR_lag1,gr_UNR_lag2,gr_UNR_lag3,gr_UNR_lag4,gr_HICP_lissee_lag2,gr_HICP_lissee_lag3,gr_HICP_lissee_lag4,DR_lag1,DR
2011-10-31,-0.02491872037478765,0.38266384778012674,0.2762380872213776,-0.00951663433253681,0.005452376515553976,0.015566861738998884,0.02269842528059789,0.5710526315789474,0.35483870967741926,0.10847138302851139,0.02027153358753532,-0.06790659355985097,-0.0590510499808471,0.02230685527747533,0.02158469945355185,0.018660812294182406,0.04862997428296995,0.04348597169510162
2012-01-31,-0.032554355940668085,0.17355371900826444,0.3418336501052181,-0.02491872037478765,-0.00951663433253681,0.005452376515553976,0.015566861738998884,0.38266384778012674,0.5710526315789474,0.2762380872213776,0.10847138302851139,0.02027153358753532,-0.06790659355985097,0.026800216567406547,0.02230685527747533,0.02158469945355185,0.04348597169510162,0.04324161913487208
2012-04-30,-0.03251048492775456,0.09890109890109891,0.26499449868364033,-0.032554355940668085,-0.02491872037478765,-0.00951663433253681,0.005452376515553976,0.17355371900826444,0.38266384778012674,0.3418336501052181,0.2762380872213776,0.10847138302851139,0.02027153358753532,0.030172413793103262,0.026800216567406547,0.02230685527747533,0.04324161913487208,0.040473442526336466
2012-07-31,-0.030594545880248826,-0.17085427135678385,0.22551815443691872,-0.03251048492775456,-0.032554355940668085,-0.02491872037478765,-0.00951663433253681,0.09890109890109891,0.17355371900826444,0.26499449868364033,0.3418336501052181,0.2762380872213776,0.10847138302851139,0.032094142818935543,0.030172413793103262,0.026800216567406547,0.040473442526336466,0.044703985043887354
2012-10-31,-0.029095568677425302,-0.3562691131498471,0.18141433333182758,-0.030594545880248826,-0.03251048492775456,-0.032554355940668085,-0.02491872037478765,-0.17085427135678385,0.09890109890109891,0.22551815443691872,0.26499449868364033,0.3418336501052181,0.2762380872213776,0.03592336349121874,0.032094142818935543,0.030172413793103262,0.044703985043887354,0.045476925601862776
2013-01-31,-0.021681306712119992,-0.24647887323943654,0.14645851848362462,-0.029095568677425302,-0.030594545880248826,-0.03251048492775456,-0.032554355940668085,-0.3562691131498471,-0.17085427135678385,0.18141433333182758,0.22551815443691872,0.26499449868364033,0.3418336501052181,0.033482731347218686,0.03592336349121874,0.032094142818935543,0.045476925601862776,0.04793521426532042
2013-04-30,-0.014319667412204027,-0.26333333333333336,0.1502169058422422,-0.021681306712119992,-0.029095568677425302,-0.030594545880248826,-0.03251048492775456,-0.24647887323943654,-0.3562691131498471,0.14645851848362462,0.18141433333182758,0.22551815443691872,0.26499449868364033,0.03111924686192463,0.033482731347218686,0.03592336349121874,0.04793521426532042,0.04612159329140461
2013-07-31,-0.009048122242564755,-0.14141414141414144,0.09329247041851399,-0.014319667412204027,-0.021681306712119992,-0.029095568677425302,-0.030594545880248826,-0.26333333333333336,-0.24647887323943654,0.1502169058422422,0.14645851848362462,0.18141433333182758,0.22551815443691872,0.024876911116869717,0.03111924686192463,0.033482731347218686,0.04612159329140461,0.04901546968321972
2013-10-31,0.0018633495314163313,-0.08076009501187645,0.06958204822019227,-0.009048122242564755,-0.014319667412204027,-0.021681306712119992,-0.029095568677425302,-0.14141414141414144,-0.26333333333333336,0.09329247041851399,0.1502169058422422,0.14645851848362462,0.18141433333182758,0.019008476753146764,0.024876911116869717,0.03111924686192463,0.04901546968321972,0.05086447872450564
2014-01-31,0.0013477630061203584,-0.24532710280373837,0.02204288977075597,0.0018633495314163313,-0.009048122242564755,-0.014319667412204027,-0.021681306712119992,-0.08076009501187645,-0.14141414141414144,0.06958204822019227,0.09329247041851399,0.1502169058422422,0.14645851848362462,0.013775510204081574,0.019008476753146764,0.024876911116869717,0.05086447872450564,0.05287556938846544
